stat,value,year
2UDwolfFa,5.2,103
grassNum,1607.0,104
grassEn,176.6,104
grassRe,127.3,104
grassFa,3.6,104
KDFwolfNum,74.0,104
KDFwolfEn,272.4,104
KDFwolfRe,545.4,104
KDFwolfFa,5.6,104
008rabbitNum,35.0,104
008rabbitEn,36.1,104
008rabbitRe,54.6,104
008rabbitFa,6.8,104
KDFrabbitNum,40.0,104
KDFrabbitEn,210.6,104
KDFrabbitRe,349.5,104
KDFrabbitFa,8.1,104
008wolfNum,49.0,104
008wolfEn,691.0,104
008wolfRe,1046.1,104
008wolfFa,5.3,104
2UDrabbitNum,241.0,104
2UDrabbitEn,56.0,104
2UDrabbitRe,69.7,104
2UDrabbitFa,6.6,104
2UDwolfNum,21.0,104
2UDwolfEn,1695.6,104
2UDwolfRe,2252.7,104
2UDwolfFa,5.2,104
grassNum,1639.0,105
grassEn,177.7,105
grassRe,127.4,105
grassFa,3.6,105
KDFwolfNum,74.0,105
KDFwolfEn,277.5,105
KDFwolfRe,545.7,105
KDFwolfFa,5.6,105
008rabbitNum,27.0,105
008rabbitEn,47.2,105
008rabbitRe,54.9,105
008rabbitFa,6.9,105
KDFrabbitNum,35.0,105
KDFrabbitEn,235.8,105
KDFrabbitRe,349.9,105
KDFrabbitFa,8.0,105
008wolfNum,50.0,105
008wolfEn,683.9,105
008wolfRe,1046.1,105
008wolfFa,5.3,105
2UDrabbitNum,247.0,105
2UDrabbitEn,56.5,105
2UDrabbitRe,69.8,105
2UDrabbitFa,6.6,105
2UDwolfNum,21.0,105
2UDwolfEn,1706.2,105
2UDwolfRe,2252.7,105
2UDwolfFa,5.2,105
grassNum,1683.0,106
grassEn,177.6,106
grassRe,127.3,106
grassFa,3.7,106
KDFwolfNum,76.0,106
KDFwolfEn,275.7,106
KDFwolfRe,545.9,106
KDFwolfFa,5.6,106
008rabbitNum,21.0,106
008rabbitEn,66.5,106
008rabbitRe,54.7,106
008rabbitFa,6.9,106
KDFrabbitNum,32.0,106
KDFrabbitEn,224.1,106
KDFrabbitRe,350.1,106
KDFrabbitFa,7.8,106
008wolfNum,50.0,106
008wolfEn,685.1,106
008wolfRe,1046.1,106
008wolfFa,5.3,106
2UDrabbitNum,234.0,106
2UDrabbitEn,57.9,106
2UDrabbitRe,70.1,106
2UDrabbitFa,6.7,106
2UDwolfNum,21.0,106
2UDwolfEn,1724.7,106
2UDwolfRe,2252.7,106
2UDwolfFa,5.2,106
grassNum,1721.0,107
grassEn,178.8,107
grassRe,127.2,107
grassFa,3.7,107
KDFwolfNum,79.0,107
KDFwolfEn,264.1,107
KDFwolfRe,546.0,107
KDFwolfFa,5.6,107
008rabbitNum,21.0,107
008rabbitEn,56.9,107
008rabbitRe,55.6,107
008rabbitFa,7.1,107
KDFrabbitNum,31.0,107
KDFrabbitEn,256.4,107
KDFrabbitRe,350.0,107
KDFrabbitFa,8.0,107
008wolfNum,51.0,107
008wolfEn,678.1,107
008wolfRe,1046.0,107
008wolfFa,5.3,107
2UDrabbitNum,238.0,107
2UDrabbitEn,56.6,107
2UDrabbitRe,70.4,107
2UDrabbitFa,6.7,107
2UDwolfNum,21.0,107
2UDwolfEn,1734.1,107
2UDwolfRe,2252.7,107
2UDwolfFa,5.2,107
grassNum,1757.0,108
grassEn,179.1,108
grassRe,127.2,108
grassFa,3.7,108
KDFwolfNum,80.0,108
KDFwolfEn,259.2,108
KDFwolfRe,545.9,108
KDFwolfFa,5.6,108
008rabbitNum,20.0,108
008rabbitEn,51.1,108
008rabbitRe,56.9,108
008rabbitFa,7.3,108
KDFrabbitNum,33.0,108
KDFrabbitEn,254.6,108
KDFrabbitRe,349.9,108
KDFrabbitFa,8.2,108
008wolfNum,51.0,108
008wolfEn,677.4,108
008wolfRe,1046.0,108
008wolfFa,5.3,108
2UDrabbitNum,232.0,108
2UDrabbitEn,60.5,108
2UDrabbitRe,70.6,108
2UDrabbitFa,6.6,108
2UDwolfNum,21.0,108
2UDwolfEn,1755.9,108
2UDwolfRe,2252.7,108
2UDwolfFa,5.2,108
grassNum,1793.0,109
grassEn,179.7,109
grassRe,127.3,109
grassFa,3.7,109
KDFwolfNum,79.0,109
KDFwolfEn,269.2,109
KDFwolfRe,545.8,109
KDFwolfFa,5.6,109
008rabbitNum,15.0,109
008rabbitEn,48.6,109
008rabbitRe,58.6,109
008rabbitFa,7.8,109
KDFrabbitNum,34.0,109
KDFrabbitEn,227.1,109
KDFrabbitRe,349.6,109
KDFrabbitFa,8.4,109
008wolfNum,51.0,109
008wolfEn,677.2,109
008wolfRe,1046.0,109
008wolfFa,5.3,109
2UDrabbitNum,223.0,109
2UDrabbitEn,61.5,109
2UDrabbitRe,70.6,109
2UDrabbitFa,6.6,109
2UDwolfNum,21.0,109
2UDwolfEn,1781.7,109
2UDwolfRe,2252.7,109
2UDwolfFa,5.2,109
grassNum,1824.0,110
grassEn,179.8,110
grassRe,127.4,110
grassFa,3.8,110
KDFwolfNum,79.0,110
KDFwolfEn,267.7,110
KDFwolfRe,546.2,110
KDFwolfFa,5.5,110
008rabbitNum,17.0,110
008rabbitEn,64.9,110
008rabbitRe,58.8,110
008rabbitFa,7.9,110
KDFrabbitNum,38.0,110
KDFrabbitEn,192.1,110
KDFrabbitRe,349.3,110
KDFrabbitFa,8.3,110
008wolfNum,51.0,110
008wolfEn,673.4,110
008wolfRe,1046.0,110
008wolfFa,5.3,110
2UDrabbitNum,244.0,110
2UDrabbitEn,60.9,110
2UDrabbitRe,70.7,110
2UDrabbitFa,6.7,110
2UDwolfNum,21.0,110
2UDwolfEn,1803.4,110
2UDwolfRe,2252.7,110
2UDwolfFa,5.2,110
grassNum,1856.0,111
grassEn,178.9,111
grassRe,127.4,111
grassFa,3.8,111
KDFwolfNum,78.0,111
KDFwolfEn,270.7,111
KDFwolfRe,546.4,111
KDFwolfFa,5.5,111
008rabbitNum,19.0,111
008rabbitEn,78.8,111
008rabbitRe,58.8,111
008rabbitFa,8.0,111
KDFrabbitNum,39.0,111
KDFrabbitEn,201.5,111
KDFrabbitRe,349.8,111
KDFrabbitFa,8.5,111
008wolfNum,51.0,111
008wolfEn,670.0,111
008wolfRe,1046.0,111
008wolfFa,5.3,111
2UDrabbitNum,257.0,111
2UDrabbitEn,60.0,111
2UDrabbitRe,70.7,111
2UDrabbitFa,6.8,111
2UDwolfNum,21.0,111
2UDwolfEn,1813.8,111
2UDwolfRe,2252.7,111
2UDwolfFa,5.2,111
grassNum,1863.0,112
grassEn,180.5,112
grassRe,127.3,112
grassFa,3.8,112
KDFwolfNum,78.0,112
KDFwolfEn,270.1,112
KDFwolfRe,546.4,112
KDFwolfFa,5.5,112
008rabbitNum,21.0,112
008rabbitEn,80.7,112
008rabbitRe,59.0,112
008rabbitFa,8.1,112
KDFrabbitNum,41.0,112
KDFrabbitEn,187.8,112
KDFrabbitRe,349.2,112
KDFrabbitFa,8.7,112
008wolfNum,51.0,112
008wolfEn,668.7,112
008wolfRe,1046.0,112
008wolfFa,5.3,112
2UDrabbitNum,271.0,112
2UDrabbitEn,60.6,112
2UDrabbitRe,70.8,112
2UDrabbitFa,6.9,112
2UDwolfNum,22.0,112
2UDwolfEn,1798.7,112
2UDwolfRe,2252.6,112
2UDwolfFa,5.2,112
grassNum,1894.0,113
grassEn,181.0,113
grassRe,127.4,113
grassFa,3.9,113
KDFwolfNum,79.0,113
KDFwolfEn,269.6,113
KDFwolfRe,546.3,113
KDFwolfFa,5.5,113
008rabbitNum,20.0,113
008rabbitEn,83.9,113
008rabbitRe,58.6,113
008rabbitFa,8.2,113
KDFrabbitNum,40.0,113
KDFrabbitEn,193.5,113
KDFrabbitRe,349.2,113
KDFrabbitFa,8.9,113
008wolfNum,51.0,113
008wolfEn,669.2,113
008wolfRe,1046.0,113
008wolfFa,5.3,113
2UDrabbitNum,293.0,113
2UDrabbitEn,57.6,113
2UDrabbitRe,70.8,113
2UDrabbitFa,6.9,113
2UDwolfNum,22.0,113
2UDwolfEn,1814.0,113
2UDwolfRe,2252.6,113
2UDwolfFa,5.2,113
grassNum,1931.0,114
grassEn,181.5,114
grassRe,127.3,114
grassFa,3.9,114
KDFwolfNum,80.0,114
KDFwolfEn,266.0,114
KDFwolfRe,546.1,114
KDFwolfFa,5.5,114
008rabbitNum,22.0,114
008rabbitEn,102.1,114
008rabbitRe,58.4,114
008rabbitFa,8.0,114
KDFrabbitNum,39.0,114
KDFrabbitEn,194.0,114
KDFrabbitRe,349.1,114
KDFrabbitFa,8.6,114
008wolfNum,51.0,114
008wolfEn,666.7,114
008wolfRe,1046.0,114
008wolfFa,5.3,114
2UDrabbitNum,305.0,114
2UDrabbitEn,55.7,114
2UDrabbitRe,70.9,114
2UDrabbitFa,6.9,114
2UDwolfNum,23.0,114
2UDwolfEn,1787.5,114
2UDwolfRe,2252.6,114
2UDwolfFa,5.3,114
grassNum,1937.0,115
grassEn,184.1,115
grassRe,127.3,115
grassFa,4.0,115
KDFwolfNum,82.0,115
KDFwolfEn,261.7,115
KDFwolfRe,546.0,115
KDFwolfFa,5.5,115
008rabbitNum,29.0,115
008rabbitEn,91.2,115
008rabbitRe,58.5,115
008rabbitFa,7.9,115
KDFrabbitNum,41.0,115
KDFrabbitEn,181.3,115
KDFrabbitRe,349.1,115
KDFrabbitFa,8.5,115
008wolfNum,51.0,115
008wolfEn,666.0,115
008wolfRe,1046.0,115
008wolfFa,5.3,115
2UDrabbitNum,297.0,115
2UDrabbitEn,57.4,115
2UDrabbitRe,71.0,115
2UDrabbitFa,6.9,115
2UDwolfNum,23.0,115
2UDwolfEn,1805.0,115
2UDwolfRe,2252.6,115
2UDwolfFa,5.3,115
grassNum,1976.0,116
grassEn,183.3,116
grassRe,127.2,116
grassFa,4.0,116
KDFwolfNum,85.0,116
KDFwolfEn,255.0,116
KDFwolfRe,545.9,116
KDFwolfFa,5.5,116
008rabbitNum,32.0,116
008rabbitEn,106.6,116
008rabbitRe,58.8,116
008rabbitFa,8.0,116
KDFrabbitNum,36.0,116
KDFrabbitEn,241.6,116
KDFrabbitRe,349.1,116
KDFrabbitFa,8.4,116
008wolfNum,52.0,116
008wolfEn,661.4,116
008wolfRe,1046.0,116
008wolfFa,5.3,116
2UDrabbitNum,298.0,116
2UDrabbitEn,55.0,116
2UDrabbitRe,70.8,116
2UDrabbitFa,6.9,116
2UDwolfNum,24.0,116
2UDwolfEn,1781.8,116
2UDwolfRe,2252.5,116
2UDwolfFa,5.3,116
grassNum,2007.0,117
grassEn,184.0,117
grassRe,127.3,117
grassFa,4.1,117
KDFwolfNum,86.0,117
KDFwolfEn,255.7,117
KDFwolfRe,546.1,117
KDFwolfFa,5.5,117
008rabbitNum,43.0,117
008rabbitEn,80.5,117
008rabbitRe,58.6,117
008rabbitFa,8.0,117
KDFrabbitNum,36.0,117
KDFrabbitEn,234.1,117
KDFrabbitRe,349.3,117
KDFrabbitFa,8.4,117
008wolfNum,53.0,117
008wolfEn,656.7,117
008wolfRe,1046.1,117
008wolfFa,5.3,117
2UDrabbitNum,277.0,117
2UDrabbitEn,54.4,117
2UDrabbitRe,71.1,117
2UDrabbitFa,7.0,117
2UDwolfNum,24.0,117
2UDwolfEn,1806.9,117
2UDwolfRe,2252.5,117
2UDwolfFa,5.3,117
grassNum,2027.0,118
grassEn,185.1,118
grassRe,127.2,118
grassFa,4.1,118
KDFwolfNum,85.0,118
KDFwolfEn,269.4,118
KDFwolfRe,546.2,118
KDFwolfFa,5.5,118
008rabbitNum,51.0,118
008rabbitEn,91.9,118
008rabbitRe,58.6,118
008rabbitFa,8.0,118
KDFrabbitNum,36.0,118
KDFrabbitEn,210.3,118
KDFrabbitRe,349.1,118
KDFrabbitFa,8.0,118
008wolfNum,53.0,118
008wolfEn,655.6,118
008wolfRe,1046.1,118
008wolfFa,5.3,118
2UDrabbitNum,271.0,118
2UDrabbitEn,53.4,118
2UDrabbitRe,71.0,118
2UDrabbitFa,7.0,118
2UDwolfNum,24.0,118
2UDwolfEn,1822.5,118
2UDwolfRe,2252.5,118
2UDwolfFa,5.3,118
grassNum,2049.0,119
grassEn,186.1,119
grassRe,127.2,119
grassFa,4.2,119
KDFwolfNum,85.0,119
KDFwolfEn,270.0,119
KDFwolfRe,546.0,119
KDFwolfFa,5.5,119
008rabbitNum,59.0,119
008rabbitEn,76.7,119
008rabbitRe,58.6,119
008rabbitFa,7.9,119
KDFrabbitNum,37.0,119
KDFrabbitEn,235.8,119
KDFrabbitRe,349.0,119
KDFrabbitFa,8.0,119
008wolfNum,54.0,119
008wolfEn,657.5,119
008wolfRe,1046.1,119
008wolfFa,5.3,119
2UDrabbitNum,258.0,119
2UDrabbitEn,53.6,119
2UDrabbitRe,71.0,119
2UDrabbitFa,7.1,119
2UDwolfNum,25.0,119
2UDwolfEn,1798.0,119
2UDwolfRe,2252.6,119
2UDwolfFa,5.3,119
grassNum,2068.0,120
grassEn,187.4,120
grassRe,127.2,120
grassFa,4.2,120
KDFwolfNum,86.0,120
KDFwolfEn,270.3,120
KDFwolfRe,546.0,120
KDFwolfFa,5.5,120
008rabbitNum,63.0,120
008rabbitEn,81.4,120
008rabbitRe,58.5,120
008rabbitFa,7.9,120
KDFrabbitNum,41.0,120
KDFrabbitEn,204.9,120
KDFrabbitRe,349.4,120
KDFrabbitFa,8.1,120
008wolfNum,56.0,120
008wolfEn,651.9,120
008wolfRe,1046.2,120
008wolfFa,5.3,120
2UDrabbitNum,252.0,120
2UDrabbitEn,53.6,120
2UDrabbitRe,70.9,120
2UDrabbitFa,7.1,120
2UDwolfNum,26.0,120
2UDwolfEn,1772.6,120
2UDwolfRe,2252.5,120
2UDwolfFa,5.3,120
grassNum,2085.0,121
grassEn,189.0,121
grassRe,127.1,121
grassFa,4.3,121
KDFwolfNum,86.0,121
KDFwolfEn,271.8,121
KDFwolfRe,546.2,121
KDFwolfFa,5.5,121
008rabbitNum,57.0,121
008rabbitEn,81.1,121
008rabbitRe,58.2,121
008rabbitFa,7.8,121
KDFrabbitNum,40.0,121
KDFrabbitEn,220.7,121
KDFrabbitRe,349.3,121
KDFrabbitFa,8.0,121
008wolfNum,57.0,121
008wolfEn,651.0,121
008wolfRe,1046.2,121
008wolfFa,5.3,121
2UDrabbitNum,239.0,121
2UDrabbitEn,53.4,121
2UDrabbitRe,70.8,121
2UDrabbitFa,7.3,121
2UDwolfNum,28.0,121
2UDwolfEn,1725.3,121
2UDwolfRe,2252.5,121
2UDwolfFa,5.4,121
grassNum,2117.0,122
grassEn,189.4,122
grassRe,127.0,122
grassFa,4.3,122
KDFwolfNum,86.0,122
KDFwolfEn,277.3,122
KDFwolfRe,546.2,122
KDFwolfFa,5.5,122
008rabbitNum,50.0,122
008rabbitEn,63.3,122
008rabbitRe,57.8,122
008rabbitFa,7.5,122
KDFrabbitNum,37.0,122
KDFrabbitEn,219.3,122
KDFrabbitRe,349.5,122
KDFrabbitFa,8.4,122
008wolfNum,58.0,122
008wolfEn,667.7,122
008wolfRe,1046.2,122
008wolfFa,5.3,122
2UDrabbitNum,235.0,122
2UDrabbitEn,54.8,122
2UDrabbitRe,71.0,122
2UDrabbitFa,7.2,122
2UDwolfNum,29.0,122
2UDwolfEn,1696.4,122
2UDwolfRe,2252.5,122
2UDwolfFa,5.4,122
grassNum,2148.0,123
grassEn,190.1,123
grassRe,127.0,123
grassFa,4.3,123
KDFwolfNum,87.0,123
KDFwolfEn,283.7,123
KDFwolfRe,546.2,123
KDFwolfFa,5.5,123
008rabbitNum,41.0,123
008rabbitEn,71.7,123
008rabbitRe,58.2,123
008rabbitFa,7.3,123
KDFrabbitNum,32.0,123
KDFrabbitEn,242.7,123
KDFrabbitRe,349.8,123
KDFrabbitFa,8.4,123
008wolfNum,62.0,123
008wolfEn,660.0,123
008wolfRe,1046.2,123
008wolfFa,5.4,123
2UDrabbitNum,217.0,123
2UDrabbitEn,56.2,123
2UDrabbitRe,71.0,123
2UDrabbitFa,7.3,123
2UDwolfNum,30.0,123
2UDwolfEn,1676.3,123
2UDwolfRe,2252.4,123
2UDwolfFa,5.3,123
grassNum,2188.0,124
grassEn,190.9,124
grassRe,127.0,124
grassFa,4.4,124
KDFwolfNum,89.0,124
KDFwolfEn,278.9,124
KDFwolfRe,546.4,124
KDFwolfFa,5.5,124
008rabbitNum,45.0,124
008rabbitEn,72.9,124
008rabbitRe,58.0,124
008rabbitFa,7.3,124
KDFrabbitNum,31.0,124
KDFrabbitEn,210.4,124
KDFrabbitRe,349.7,124
KDFrabbitFa,8.0,124
008wolfNum,64.0,124
008wolfEn,653.7,124
008wolfRe,1046.3,124
008wolfFa,5.4,124
2UDrabbitNum,189.0,124
2UDrabbitEn,63.1,124
2UDrabbitRe,70.8,124
2UDrabbitFa,7.3,124
2UDwolfNum,30.0,124
2UDwolfEn,1684.2,124
2UDwolfRe,2252.4,124
2UDwolfFa,5.3,124
grassNum,2246.0,125
grassEn,190.2,125
grassRe,127.0,125
grassFa,4.4,125
KDFwolfNum,90.0,125
KDFwolfEn,278.4,125
KDFwolfRe,546.3,125
KDFwolfFa,5.5,125
008rabbitNum,36.0,125
008rabbitEn,89.9,125
008rabbitRe,57.8,125
008rabbitFa,7.4,125
KDFrabbitNum,29.0,125
KDFrabbitEn,208.0,125
KDFrabbitRe,349.0,125
KDFrabbitFa,8.0,125
008wolfNum,65.0,125
008wolfEn,656.4,125
008wolfRe,1046.3,125
008wolfFa,5.4,125
2UDrabbitNum,180.0,125
2UDrabbitEn,64.7,125
2UDrabbitRe,70.8,125
2UDrabbitFa,7.2,125
2UDwolfNum,30.0,125
2UDwolfEn,1688.4,125
2UDwolfRe,2252.4,125
2UDwolfFa,5.3,125
grassNum,2331.0,126
grassEn,188.4,126
grassRe,127.1,126
grassFa,4.4,126
KDFwolfNum,92.0,126
KDFwolfEn,279.6,126
KDFwolfRe,546.4,126
KDFwolfFa,5.5,126
008rabbitNum,23.0,126
008rabbitEn,88.9,126
008rabbitRe,57.9,126
008rabbitFa,7.3,126
KDFrabbitNum,23.0,126
KDFrabbitEn,228.0,126
KDFrabbitRe,349.1,126
KDFrabbitFa,7.4,126
008wolfNum,66.0,126
008wolfEn,665.5,126
008wolfRe,1046.4,126
008wolfFa,5.4,126
2UDrabbitNum,162.0,126
2UDrabbitEn,64.4,126
2UDrabbitRe,70.8,126
2UDrabbitFa,7.1,126
2UDwolfNum,30.0,126
2UDwolfEn,1699.7,126
2UDwolfRe,2252.4,126
2UDwolfFa,5.3,126
grassNum,2374.0,127
grassEn,189.6,127
grassRe,127.2,127
grassFa,4.5,127
KDFwolfNum,92.0,127
KDFwolfEn,279.7,127
KDFwolfRe,546.4,127
KDFwolfFa,5.5,127
008rabbitNum,22.0,127
008rabbitEn,107.6,127
008rabbitRe,58.3,127
008rabbitFa,7.1,127
KDFrabbitNum,22.0,127
KDFrabbitEn,218.4,127
KDFrabbitRe,349.1,127
KDFrabbitFa,7.3,127
008wolfNum,67.0,127
008wolfEn,664.1,127
008wolfRe,1046.3,127
008wolfFa,5.4,127
2UDrabbitNum,152.0,127
2UDrabbitEn,68.5,127
2UDrabbitRe,70.7,127
2UDrabbitFa,7.1,127
2UDwolfNum,31.0,127
2UDwolfEn,1686.5,127
2UDwolfRe,2252.4,127
2UDwolfFa,5.4,127
grassNum,2442.0,128
grassEn,189.0,128
grassRe,127.1,128
grassFa,4.5,128
KDFwolfNum,90.0,128
KDFwolfEn,286.0,128
KDFwolfRe,546.5,128
KDFwolfFa,5.5,128
008rabbitNum,21.0,128
008rabbitEn,129.6,128
008rabbitRe,58.7,128
008rabbitFa,7.1,128
KDFrabbitNum,21.0,128
KDFrabbitEn,231.6,128
KDFrabbitRe,349.1,128
KDFrabbitFa,7.4,128
008wolfNum,67.0,128
008wolfEn,670.9,128
008wolfRe,1046.3,128
008wolfFa,5.4,128
2UDrabbitNum,148.0,128
2UDrabbitEn,65.4,128
2UDrabbitRe,70.0,128
2UDrabbitFa,7.1,128
2UDwolfNum,32.0,128
2UDwolfEn,1671.1,128
2UDwolfRe,2252.4,128
2UDwolfFa,5.4,128
grassNum,2511.0,129
grassEn,189.1,129
grassRe,127.1,129
grassFa,4.5,129
KDFwolfNum,90.0,129
KDFwolfEn,286.5,129
KDFwolfRe,547.0,129
KDFwolfFa,5.5,129
008rabbitNum,26.0,129
008rabbitEn,81.3,129
008rabbitRe,58.8,129
008rabbitFa,7.0,129
KDFrabbitNum,20.0,129
KDFrabbitEn,257.3,129
KDFrabbitRe,349.2,129
KDFrabbitFa,7.2,129
008wolfNum,68.0,129
008wolfEn,670.7,129
008wolfRe,1046.4,129
008wolfFa,5.4,129
2UDrabbitNum,137.0,129
2UDrabbitEn,66.8,129
2UDrabbitRe,70.0,129
2UDrabbitFa,7.1,129
2UDwolfNum,33.0,129
2UDwolfEn,1666.7,129
2UDwolfRe,2252.5,129
2UDwolfFa,5.4,129
grassNum,2578.0,130
grassEn,189.4,130
grassRe,127.0,130
grassFa,4.6,130
KDFwolfNum,89.0,130
KDFwolfEn,291.2,130
KDFwolfRe,546.8,130
KDFwolfFa,5.5,130
008rabbitNum,28.0,130
008rabbitEn,93.1,130
008rabbitRe,58.8,130
008rabbitFa,6.9,130
KDFrabbitNum,17.0,130
KDFrabbitEn,279.6,130
KDFrabbitRe,351.1,130
KDFrabbitFa,6.8,130
008wolfNum,69.0,130
008wolfEn,666.7,130
008wolfRe,1046.4,130
008wolfFa,5.4,130
2UDrabbitNum,140.0,130
2UDrabbitEn,61.0,130
2UDrabbitRe,69.7,130
2UDrabbitFa,7.0,130
2UDwolfNum,33.0,130
2UDwolfEn,1673.5,130
2UDwolfRe,2252.5,130
2UDwolfFa,5.4,130
grassNum,2642.0,131
grassEn,189.6,131
grassRe,127.0,131
grassFa,4.6,131
KDFwolfNum,91.0,131
KDFwolfEn,282.0,131
KDFwolfRe,546.8,131
KDFwolfFa,5.5,131
008rabbitNum,32.0,131
008rabbitEn,98.5,131
008rabbitRe,58.7,131
008rabbitFa,7.1,131
KDFrabbitNum,20.0,131
KDFrabbitEn,225.0,131
KDFrabbitRe,349.6,131
KDFrabbitFa,7.1,131
008wolfNum,69.0,131
008wolfEn,667.6,131
008wolfRe,1046.4,131
008wolfFa,5.4,131
2UDrabbitNum,145.0,131
2UDrabbitEn,61.6,131
2UDrabbitRe,69.5,131
2UDrabbitFa,6.8,131
2UDwolfNum,35.0,131
2UDwolfEn,1632.3,131
2UDwolfRe,2252.5,131
2UDwolfFa,5.4,131
grassNum,2707.0,132
grassEn,190.1,132
grassRe,127.0,132
grassFa,4.6,132
KDFwolfNum,92.0,132
KDFwolfEn,277.1,132
KDFwolfRe,546.7,132
KDFwolfFa,5.5,132
008rabbitNum,36.0,132
008rabbitEn,101.5,132
008rabbitRe,58.7,132
008rabbitFa,7.1,132
KDFrabbitNum,19.0,132
KDFrabbitEn,249.6,132
KDFrabbitRe,349.6,132
KDFrabbitFa,7.2,132
008wolfNum,72.0,132
008wolfEn,658.4,132
008wolfRe,1046.3,132
008wolfFa,5.4,132
2UDrabbitNum,139.0,132
2UDrabbitEn,63.5,132
2UDrabbitRe,69.6,132
2UDrabbitFa,6.7,132
2UDwolfNum,35.0,132
2UDwolfEn,1645.2,132
2UDwolfRe,2252.5,132
2UDwolfFa,5.4,132
grassNum,2801.0,133
grassEn,188.8,133
grassRe,127.0,133
grassFa,4.6,133
KDFwolfNum,91.0,133
KDFwolfEn,280.1,133
KDFwolfRe,546.8,133
KDFwolfFa,5.5,133
008rabbitNum,31.0,133
008rabbitEn,114.7,133
008rabbitRe,58.6,133
008rabbitFa,7.0,133
KDFrabbitNum,19.0,133
KDFrabbitEn,232.4,133
KDFrabbitRe,349.7,133
KDFrabbitFa,7.2,133
008wolfNum,72.0,133
008wolfEn,661.7,133
008wolfRe,1046.3,133
008wolfFa,5.4,133
2UDrabbitNum,140.0,133
2UDrabbitEn,67.4,133
2UDrabbitRe,69.6,133
2UDrabbitFa,6.8,133
2UDwolfNum,35.0,133
2UDwolfEn,1649.6,133
2UDwolfRe,2252.5,133
2UDwolfFa,5.4,133
grassNum,2860.0,134
grassEn,189.7,134
grassRe,127.0,134
grassFa,4.7,134
KDFwolfNum,92.0,134
KDFwolfEn,275.4,134
KDFwolfRe,546.8,134
KDFwolfFa,5.5,134
008rabbitNum,26.0,134
008rabbitEn,151.8,134
008rabbitRe,58.3,134
008rabbitFa,6.9,134
KDFrabbitNum,16.0,134
KDFrabbitEn,298.5,134
KDFrabbitRe,351.1,134
KDFrabbitFa,6.9,134
008wolfNum,73.0,134
008wolfEn,659.1,134
008wolfRe,1046.4,134
008wolfFa,5.4,134
2UDrabbitNum,153.0,134
2UDrabbitEn,65.8,134
2UDrabbitRe,69.6,134
2UDrabbitFa,6.9,134
2UDwolfNum,35.0,134
2UDwolfEn,1654.7,134
2UDwolfRe,2252.5,134
2UDwolfFa,5.4,134
grassNum,2919.0,135
grassEn,190.6,135
grassRe,127.0,135
grassFa,4.7,135
KDFwolfNum,92.0,135
KDFwolfEn,272.8,135
KDFwolfRe,546.8,135
KDFwolfFa,5.5,135
008rabbitNum,23.0,135
008rabbitEn,140.7,135
008rabbitRe,57.7,135
008rabbitFa,6.8,135
KDFrabbitNum,18.0,135
KDFrabbitEn,245.7,135
KDFrabbitRe,350.9,135
KDFrabbitFa,7.3,135
008wolfNum,73.0,135
008wolfEn,662.0,135
008wolfRe,1046.4,135
008wolfFa,5.4,135
2UDrabbitNum,170.0,135
2UDrabbitEn,66.0,135
2UDrabbitRe,69.8,135
2UDrabbitFa,7.0,135
2UDwolfNum,35.0,135
2UDwolfEn,1655.0,135
2UDwolfRe,2252.5,135
2UDwolfFa,5.4,135
grassNum,2977.0,136
grassEn,191.5,136
grassRe,126.9,136
grassFa,4.7,136
KDFwolfNum,91.0,136
KDFwolfEn,275.6,136
KDFwolfRe,546.5,136
KDFwolfFa,5.5,136
008rabbitNum,22.0,136
008rabbitEn,131.7,136
008rabbitRe,57.5,136
008rabbitFa,7.0,136
KDFrabbitNum,17.0,136
KDFrabbitEn,243.4,136
KDFrabbitRe,351.6,136
KDFrabbitFa,6.8,136
008wolfNum,74.0,136
008wolfEn,658.1,136
008wolfRe,1046.4,136
008wolfFa,5.4,136
2UDrabbitNum,187.0,136
2UDrabbitEn,63.8,136
2UDrabbitRe,69.9,136
2UDrabbitFa,7.0,136
2UDwolfNum,35.0,136
2UDwolfEn,1661.8,136
2UDwolfRe,2252.5,136
2UDwolfFa,5.4,136
grassNum,3037.0,137
grassEn,191.6,137
grassRe,126.9,137
grassFa,4.8,137
KDFwolfNum,89.0,137
KDFwolfEn,281.7,137
KDFwolfRe,546.4,137
KDFwolfFa,5.4,137
008rabbitNum,21.0,137
008rabbitEn,149.8,137
008rabbitRe,57.1,137
008rabbitFa,7.1,137
KDFrabbitNum,15.0,137
KDFrabbitEn,290.6,137
KDFrabbitRe,351.5,137
KDFrabbitFa,6.6,137
008wolfNum,75.0,137
008wolfEn,658.5,137
008wolfRe,1046.5,137
008wolfFa,5.4,137
2UDrabbitNum,186.0,137
2UDrabbitEn,62.5,137
2UDrabbitRe,70.2,137
2UDrabbitFa,7.0,137
2UDwolfNum,36.0,137
2UDwolfEn,1648.4,137
2UDwolfRe,2252.4,137
2UDwolfFa,5.4,137
grassNum,3109.0,138
grassEn,191.6,138
grassRe,126.8,138
grassFa,4.8,138
KDFwolfNum,90.0,138
KDFwolfEn,281.8,138
KDFwolfRe,546.3,138
KDFwolfFa,5.4,138
008rabbitNum,25.0,138
008rabbitEn,121.1,138
008rabbitRe,57.2,138
008rabbitFa,7.1,138
KDFrabbitNum,15.0,138
KDFrabbitEn,284.8,138
KDFrabbitRe,351.5,138
KDFrabbitFa,6.6,138
008wolfNum,76.0,138
