name,alcohol,sugar,acid,oz,style,glass,melt,ingredients,all_text,features,x,y
Zim Zala Bim,0.266666601025667,0.0717949866666207,0.0,3.2500013,stirred,coupe,0.3,reposado tequila|orange bitters|St Germain|sugar|lemon twist,Zim|Zala|Bim|stirred|coupe|reposado|tequila|orange|bitters|St|Germain|sugar|lemon|twist,Zim|Zala|Bim|stirred|coupe,0.5178957556075359,0.5293010806126541
Vieux Carre,0.268910256410256,0.046474358974359,0.00115384615384615,3.9,stirred,old-fashioned,0.3,rye whiskey|cognac|sweet vermouth|Benedictine|Angostura bitters|Peychaud's bitters,Vieux|Carre|stirred|old-fashioned|rye|whiskey|cognac|sweet|vermouth|Benedictine|Angostura|bitters|Peychaud's|bitters,Vieux|Carre|stirred|old-fashioned,-1.1238626527123423,0.27345302265192944
Manhattan,0.272377622377622,0.0335664335664336,0.00125874125874126,3.575,stirred,coupe,0.3,rye whiskey|sweet vermouth|Angostura bitters|orange twist,Manhattan|stirred|coupe|rye|whiskey|sweet|vermouth|Angostura|bitters|orange|twist,Manhattan|stirred|coupe,0.5106914717727838,0.5181299765324762
Corn 'n' Oil,0.272727272727273,0.07696969696969701,0.0053030303030303,3.3,built,old-fashioned,0.2,blackstrap rum|falernum|lime juice|Angostura bitters|lime wedge,Corn|'n'|Oil|built|old-fashioned|blackstrap|rum|falernum|lime|juice|Angostura|bitters|lime|wedge,Corn|'n'|Oil|built|old-fashioned,-1.4591496399951054,0.01018684345011537
100 Year-Old Cigar,0.27948717948717894,0.0442307692307692,0.0,3.9,stirred,coupe,0.3,aged rum|Cynar|Benedictine|Islay scotch whiskey|Angostura bitters|absinthe,100|Year-Old|Cigar|stirred|coupe|aged|rum|Cynar|Benedictine|Islay|scotch|whiskey|Angostura|bitters|absinthe,100|Year-Old|Cigar|stirred|coupe,-0.1479383278483434,0.6890188284990711
Bijou,0.28589743589743605,0.105128205128205,0.00153846153846154,3.9,stirred,coupe,0.3,gin|sweet vermouth|Green Chartreuse|orange bitters|cherry|lemon twist,Bijou|stirred|coupe|gin|sweet|vermouth|Green|Chartreuse|orange|bitters|cherry|lemon|twist,Bijou|stirred|coupe,0.5034470033345729,0.5073286631366776
Improved Whiskey Cocktail,0.28615384615384604,0.0742307692307692,0.0,3.25,stirred,old-fashioned,0.3,rye whiskey|simple syrup|Luxardo Maraschino|Angostura bitters|absinthe|lemon twist,Improved|Whiskey|Cocktail|stirred|old-fashioned|rye|whiskey|simple|syrup|Luxardo|Maraschino|Angostura|bitters|absinthe|lemon|twist,Improved|Whiskey|Cocktail|stirred|old-fashioned,-1.0655133792859381,0.3639085719512647
De La Louisiane,0.29038461538461496,0.0519230769230769,0.000769230769230769,3.9,stirred,coupe,0.3,rye whiskey|Benedictine|sweet vermouth|Peychaud's bitters|Angostura bitters|absinthe|cherry,De|La|Louisiane|stirred|coupe|rye|whiskey|Benedictine|sweet|vermouth|Peychaud's|bitters|Angostura|bitters|absinthe|cherry,De|La|Louisiane|stirred|coupe,0.5205437573389212,0.502939491831417
Sazerac,0.290598290598291,0.0525641025641026,0.0,2.925,stirred,old-fashioned,0.3,rye whiskey|simple syrup|Peychaud's bitters|absinthe|lemon peel,Sazerac|stirred|old-fashioned|rye|whiskey|simple|syrup|Peychaud's|bitters|absinthe|lemon|peel,Sazerac|stirred|old-fashioned,-1.108185353871742,0.267777213368845
Toronto,0.29153846153846197,0.0534615384615385,0.0,3.25,stirred,coupe,0.3,rye whiskey|Fernet Branca|simple syrup|Angostura bitters|orange twist,Toronto|stirred|coupe|rye|whiskey|Fernet|Branca|simple|syrup|Angostura|bitters|orange|twist,Toronto|stirred|coupe,0.503447003334573,0.5073286631366773
Agave Old Fashioned,0.307692260355037,0.0320513412228706,0.0,2.6000004,built,old-fashioned,0.2,tequila reposado|agave nectar|Angostura bitters,Agave|Old|Fashioned|built|old-fashioned|tequila|reposado|agave|nectar|Angostura|bitters,Agave|Old|Fashioned|built|old-fashioned,-2.700142165845875,0.2847569424865577
Applejack Old Fashioned,0.307692260355037,0.109935992702155,0.0,2.6000004,built,old-fashioned,0.2,applejack|maple syrup|Angostura bitters,Applejack|Old|Fashioned|built|old-fashioned|applejack|maple|syrup|Angostura|bitters,Applejack|Old|Fashioned|built|old-fashioned,-2.700142165845875,0.28475694248655775
Rum Old Fashioned,0.307692260355037,0.0394231497041308,0.0,2.6000004,built,old-fashioned,0.2,aged rum|simple syrup|Angostura bitters,Rum|Old|Fashioned|built|old-fashioned|aged|rum|simple|syrup|Angostura|bitters,Rum|Old|Fashioned|built|old-fashioned,-2.6971127583734646,0.2476318462289823
Scotch Old Fashioned,0.307692260355037,0.0576924142011671,0.0,2.6000004,built,old-fashioned,0.2,blended scotch whiskey|honey|Angostura bitters,Scotch|Old|Fashioned|built|old-fashioned|blended|scotch|whiskey|honey|Angostura|bitters,Scotch|Old|Fashioned|built|old-fashioned,-2.699247697713283,0.276160472826444
Pink Gin,0.307692307692308,0.0,0.0,2.6,stirred,coupe,0.3,gin|Angostura bitters,Pink|Gin|stirred|coupe|gin|Angostura|bitters,Pink|Gin|stirred|coupe,0.5132556374471086,0.5095239622185362
Rusty Nail,0.307692307692308,0.0461538461538461,0.0,3.25,stirred,old-fashioned,0.3,blended scotch whiskey|Drambuie|lemon peel,Rusty|Nail|stirred|old-fashioned|blended|scotch|whiskey|Drambuie|lemon|peel,Rusty|Nail|stirred|old-fashioned,-1.1238626527123423,0.27345302265192944
Widow's Kiss,0.307692307692308,0.0428461538461538,0.0,3.25,stirred,coupe,0.3,apple brandy|Benedictine|Yellow Chartreuse|Angostura bitters,Widow's|Kiss|stirred|coupe|apple|brandy|Benedictine|Yellow|Chartreuse|Angostura|bitters,Widow's|Kiss|stirred|coupe,0.5105691775215044,0.5180820080519509
Alaska Cocktail,0.307692307692308,0.08,0.0,2.925,stirred,coupe,0.3,gin|Yellow Chartreuse|orange bitters|lemon twist,Alaska|Cocktail|stirred|coupe|gin|Yellow|Chartreuse|orange|bitters|lemon|twist,Alaska|Cocktail|stirred|coupe,0.5544312378495402,0.5912223668004696
Old Fashioned,0.326923026627227,0.0394231497041308,0.0,2.6000004,built,old-fashioned,0.2,rye whiskey|simple syrup|Angostura bitters|orange peel,Old|Fashioned|built|old-fashioned|rye|whiskey|simple|syrup|Angostura|bitters|orange|peel,Old|Fashioned|built|old-fashioned,-2.6629947752797225,0.27896669113063827
